Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Page_Swag Labs/input_Swag Labs_password""), Password)",Chrome 131.0.0.0,,,28-01-2025 15:24:03,28-01-2025 15:24:03,"0,371s",PASSED
"click(findTestObject(""Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 131.0.0.0,,,28-01-2025 15:24:03,28-01-2025 15:24:04,"0,366s",PASSED
"click(findTestObject(""Page_Swag Labs/input_Swag Labs_add_to_cart_backpack-button""))",Chrome 131.0.0.0,,,28-01-2025 15:24:04,28-01-2025 15:24:04,"0,550s",PASSED
"verifyElementVisible(findTestObject(""Page_Swag Labs/input_Swag Labs_shopping_cart_badge""))",Chrome 131.0.0.0,,,28-01-2025 15:24:04,28-01-2025 15:24:05,"0,499s",PASSED
delay(2),Chrome 131.0.0.0,,,28-01-2025 15:24:05,28-01-2025 15:24:07,"2,020s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,28-01-2025 15:24:07,28-01-2025 15:24:07,"0,142s",PASSED
,,,,,,,
Test Cases/Positive Cases - Login SwagLabs,Chrome 131.0.0.0,,,28-01-2025 15:24:07,28-01-2025 15:24:15,"8,045s",PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,28-01-2025 15:24:07,28-01-2025 15:24:08,"0,888s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 131.0.0.0,,,28-01-2025 15:24:08,28-01-2025 15:24:09,"1,004s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 131.0.0.0,,,28-01-2025 15:24:09,28-01-2025 15:24:13,"4,711s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 131.0.0.0,,,28-01-2025 15:24:13,28-01-2025 15:24:14,"0,350s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 131.0.0.0,,,28-01-2025 15:24:14,28-01-2025 15:24:14,"0,348s",PASSED
"verifyTextPresent(""Products"", false)",Chrome 131.0.0.0,,,28-01-2025 15:24:14,28-01-2025 15:24:15,"0,527s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,28-01-2025 15:24:15,28-01-2025 15:24:15,"0,159s",PASSED
