Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""Page_Swag Labs/input_Swag Labs_shopping_cart_badge""))",Chrome 131.0.0.0,,,26-01-2025 21:02:09,26-01-2025 21:02:10,"0,592s",PASSED
delay(2),Chrome 131.0.0.0,,,26-01-2025 21:02:10,26-01-2025 21:02:12,"2,023s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,26-01-2025 21:02:12,26-01-2025 21:02:12,"0,374s",PASSED
,,,,,,,
Test Cases/Positive Cases - Login SwagLabs,Chrome 131.0.0.0,,,26-01-2025 21:02:12,26-01-2025 21:02:22,"9,282s",PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,26-01-2025 21:02:13,26-01-2025 21:02:14,"1,199s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 131.0.0.0,,,26-01-2025 21:02:14,26-01-2025 21:02:18,"3,771s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 131.0.0.0,,,26-01-2025 21:02:18,26-01-2025 21:02:20,"2,268s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 131.0.0.0,,,26-01-2025 21:02:20,26-01-2025 21:02:20,"0,479s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 131.0.0.0,,,26-01-2025 21:02:20,26-01-2025 21:02:21,"0,541s",PASSED
"verifyTextPresent(""Products"", false)",Chrome 131.0.0.0,,,26-01-2025 21:02:21,26-01-2025 21:02:21,"0,496s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,26-01-2025 21:02:21,26-01-2025 21:02:22,"0,367s",PASSED
