Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Positive Cases - Add to Cart by Sorting - Name (Z to A),Chrome 132.0.0.0,,,30-01-2025 20:38:54,30-01-2025 20:38:54,"0,006s",PASSED
return null,Chrome 132.0.0.0,,,30-01-2025 20:38:54,30-01-2025 20:38:54,"0,000s",PASSED
,,,,,,,
Test Cases/Positive Cases - Add to Cart by Sorting - Price (Low to High),Chrome 132.0.0.0,,,30-01-2025 20:38:54,30-01-2025 20:38:54,"0,008s",PASSED
return null,Chrome 132.0.0.0,,,30-01-2025 20:38:54,30-01-2025 20:38:54,"0,000s",PASSED
,,,,,,,
Test Cases/Positive Cases - Add to Cart from Detailed Product page,Chrome 132.0.0.0,,,30-01-2025 20:38:54,30-01-2025 20:38:54,"0,004s",PASSED
return null,Chrome 132.0.0.0,,,30-01-2025 20:38:54,30-01-2025 20:38:54,"0,000s",PASSED
,,,,,,,
Test Cases/Positive Cases - Add to Cart,Chrome 132.0.0.0,,,30-01-2025 20:38:54,30-01-2025 20:39:07,"12,313s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,30-01-2025 20:38:54,30-01-2025 20:38:56,"1,116s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,30-01-2025 20:38:56,30-01-2025 20:38:59,"3,480s",PASSED
"setText(findTestObject(""Page_Swag Labs/input_Swag Labs_user-name""), Username1)",Chrome 132.0.0.0,,,30-01-2025 20:38:59,30-01-2025 20:39:01,"2,076s",PASSED
"setEncryptedText(findTestObject(""Page_Swag Labs/input_Swag Labs_password""), Password)",Chrome 132.0.0.0,,,30-01-2025 20:39:01,30-01-2025 20:39:01,"0,341s",PASSED
"click(findTestObject(""Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 132.0.0.0,,,30-01-2025 20:39:01,30-01-2025 20:39:02,"0,372s",PASSED
"click(findTestObject(""Page_Swag Labs/input_Swag Labs_add_to_cart_backpack-button""))",Chrome 132.0.0.0,,,30-01-2025 20:39:02,30-01-2025 20:39:02,"0,555s",PASSED
"verifyElementVisible(findTestObject(""Page_Swag Labs/input_Swag Labs_shopping_cart_badge""))",Chrome 132.0.0.0,,,30-01-2025 20:39:02,30-01-2025 20:39:03,"0,515s",PASSED
delay(2),Chrome 132.0.0.0,,,30-01-2025 20:39:03,30-01-2025 20:39:05,"2,005s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,30-01-2025 20:39:05,30-01-2025 20:39:07,"1,788s",PASSED
