Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Positive Cases - Sorting - Name(Z to A),Chrome 132.0.0.0,,,04-02-2025 22:32:24,04-02-2025 22:32:29,"5,433s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,04-02-2025 22:32:24,04-02-2025 22:32:25,"1,179s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,04-02-2025 22:32:25,04-02-2025 22:32:26,"0,549s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 132.0.0.0,,,04-02-2025 22:32:26,04-02-2025 22:32:28,"2,140s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 132.0.0.0,,,04-02-2025 22:32:28,04-02-2025 22:32:28,"0,324s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 132.0.0.0,,,04-02-2025 22:32:28,04-02-2025 22:32:29,"0,361s",PASSED
com.test.swaglabs.resetstate.ResetAppState.clickStateAtoZ(),Chrome 132.0.0.0,,,04-02-2025 22:32:29,04-02-2025 22:32:29,"0,004s",NOT_RUN
"verifyElementPresent(findTestObject(""Page_Swag Labs/div_ProductsName (A to Z)Name (A to Z)Name (Z to A)Price (low to high)Price (high to low)""), 0)",Chrome 132.0.0.0,,,04-02-2025 22:32:29,04-02-2025 22:32:29,"0,002s",NOT_RUN
"click(findTestObject(""Page_Swag Labs/span_Name (Z to A)Name (A to Z)Name (Z to A)Price (low to high)Price (high to low)""))",Chrome 132.0.0.0,,,04-02-2025 22:32:29,04-02-2025 22:32:29,"0,530s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,04-02-2025 22:32:29,04-02-2025 22:32:29,"0,221s",PASSED
,,,,,,,
Test Cases/Positive Cases - Sorting - Price(High to Low),Chrome 132.0.0.0,,,04-02-2025 22:32:29,04-02-2025 22:32:38,"8,230s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,04-02-2025 22:32:30,04-02-2025 22:32:31,"1,076s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,04-02-2025 22:32:31,04-02-2025 22:32:31,"0,549s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 132.0.0.0,,,04-02-2025 22:32:31,04-02-2025 22:32:33,"2,056s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 132.0.0.0,,,04-02-2025 22:32:33,04-02-2025 22:32:34,"0,353s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 132.0.0.0,,,04-02-2025 22:32:34,04-02-2025 22:32:34,"0,343s",PASSED
com.test.swaglabs.sorting.Sorting.clickPriceHighToLow(),Chrome 132.0.0.0,,,04-02-2025 22:32:34,04-02-2025 22:32:34,"0,457s",PASSED
waitForAlert(3),Chrome 132.0.0.0,,,04-02-2025 22:32:34,04-02-2025 22:32:37,"3,114s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,04-02-2025 22:32:37,04-02-2025 22:32:38,"0,221s",PASSED
,,,,,,,
Test Cases/Positive Cases - Sorting - Price(Low to High),Chrome 132.0.0.0,,,04-02-2025 22:32:38,04-02-2025 22:32:38,"0,030s",PASSED
return null,Chrome 132.0.0.0,,,04-02-2025 22:32:38,04-02-2025 22:32:38,"0,001s",PASSED
